"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Manuel Margot","TBR","128","533","482","125","25","3","11","57","55","41","94","4","12","5","",".258",".319",".390",".709",".311","108","","0.8","1.1","","5.4","-3.3","2.0","","999.0","14712"
"Carson Kelly","ARI","90","366","322","75","16","1","11","39","41","35","73","4","2","1","",".234",".315",".393",".708",".312","99","","-0.4","-0.1","","-0.8","7.5","2.0","","999.0","13620"
"Austin Hays","BAL","139","567","517","130","28","2","20","65","69","34","111","9","5","2","",".251",".305",".427",".732",".318","108","","0.0","2.6","","5.1","-4.3","2.0","","999.0","19363"
"Omar Narváez","","85","330","291","69","12","1","7","35","33","31","67","4","1","1","",".236",".314",".354",".668",".297","96","","-0.8","-1.3","","-2.2","4.5","2.0","","999.0","13338"
"Logan O'Hoppe","LAA","71","267","231","57","10","1","11","34","34","27","49","4","3","1","",".246",".332",".438",".770",".336","118","","-0.2","-0.2","","5.3","5.7","2.0","","999.0","24729"
"Myles Straw","CLE","123","487","430","109","21","2","3","52","39","47","81","2","18","4","",".253",".327",".329",".657",".295","91","","2.4","3.5","","-2.3","5.5","2.0","","999.0","17620"
"Bryce Harper","PHI","78","342","289","77","18","1","16","48","50","47","72","3","7","3","",".267",".372",".500",".872",".372","140","","-0.8","-0.5","","15.1","-8.0","2.0","","999.0","11579"
"Miguel Rojas","MIA","123","491","448","116","22","2","8","50","46","30","65","5","9","3","",".258",".310",".367",".677",".298","93","","-0.8","0.5","","-4.7","6.7","1.9","","999.0","7802"
"Anthony Santander","BAL","150","651","589","144","30","1","30","79","92","47","130","9","2","1","",".245",".309",".449",".758",".328","115","","-0.4","-3.1","","10.5","-13.2","1.9","","999.0","14551"
"Josh Bell","CLE","139","599","519","133","26","2","22","74","80","70","106","5","1","0","",".257",".348",".441",".789",".344","125","","-2.2","-2.1","","14.9","-15.9","1.9","","999.0","13145"
"Luis Rengifo","LAA","105","472","434","111","20","3","15","59","51","28","80","4","8","3","",".257",".305",".418",".724",".314","103","","0.5","-0.6","","2.1","0.9","1.9","","999.0","19858"
"Ryan Mountcastle","BAL","141","600","545","139","26","1","26","72","81","44","152","5","4","2","",".255",".313",".448",".762",".329","116","","-0.3","1.2","","10.4","-11.7","1.9","","999.0","18373"
"Elvis Andrus","","122","498","456","114","24","1","10","53","50","30","79","4","12","4","",".251",".302",".372",".674",".296","91","","1.8","-1.2","","-3.4","4.8","1.9","","999.0","8709"
"MJ Melendez","KCR","123","560","483","114","24","3","24","76","63","66","125","3","6","2","",".236",".330",".445",".775",".338","118","","-0.5","-1.3","","10.9","-2.8","1.9","","999.0","22197"
"Joey Meneses","WSN","139","615","566","149","29","2","27","74","86","39","138","4","2","1","",".264",".314",".466",".780",".335","115","","-1.0","-0.4","","9.6","-12.7","1.8","","999.0","14366"
"Austin Meadows","DET","123","560","494","122","26","4","20","71","60","52","107","6","6","2","",".247",".324",".435",".759",".330","117","","-1.5","-1.4","","9.5","-9.8","1.8","","999.0","15672"
"Hunter Renfroe","LAA","131","543","490","118","24","1","29","67","78","43","126","4","2","1","",".240",".304",".468",".772",".333","116","","-1.4","-1.7","","8.5","-8.2","1.8","","999.0","15464"
"Max Kepler","MIN","122","520","454","104","23","2","18","60","63","55","90","6","5","2","",".230",".319",".407",".725",".318","109","","0.0","1.7","","5.3","-4.4","1.8","","999.0","12144"
"Christian Vázquez","MIN","94","369","338","86","17","1","8","37","38","22","64","3","4","2","",".254",".303",".375",".678",".298","95","","-2.1","0.7","","-4.3","6.9","1.8","","999.0","9774"
"Anthony Volpe","NYY","73","296","261","62","14","2","10","36","35","27","61","4","11","4","",".240",".317",".420",".737",".323","111","","0.4","0.0","","4.2","3.6","1.8","","999.0","sa3010868"
"Shea Langeliers","OAK","112","459","415","96","20","1","18","49","54","35","120","4","3","1","",".231",".295",".419",".713",".310","107","","-0.4","-0.7","","3.3","2.8","1.8","","999.0","25816"
"Mitch Haniger","SFG","133","572","509","128","24","2","23","70","75","49","134","7","1","1","",".251",".323",".442",".765",".332","116","","-1.2","-1.9","","9.4","-11.4","1.8","","999.0","14274"
"Triston Casas","BOS","120","479","406","100","23","2","19","58","61","62","106","4","3","1","",".247",".350",".451",".802",".349","124","","-0.5","0.3","","12.2","-10.3","1.8","","999.0","22514"
"Mike Zunino","CLE","83","322","290","57","10","1","16","36","42","22","108","5","1","1","",".196",".262",".401",".663",".288","86","","-0.5","0.2","","-5.5","7.1","1.8","","999.0","13265"
"Salvador Perez","KCR","134","590","550","139","25","1","30","71","87","25","141","9","1","0","",".252",".293",".465",".759",".325","109","","-2.1","4.4","","4.0","7.5","1.8","","999.0","7304"
"Reese McGuire","BOS","84","321","293","71","17","1","6","33","32","19","65","4","2","1","",".242",".294",".366",".660",".290","82","","-0.4","1.8","","-6.7","8.9","1.8","","999.0","15674"
"Enrique Hernández","BOS","125","527","470","112","28","1","15","59","55","44","99","6","3","1","",".239",".310",".398",".708",".311","97","","0.3","-1.1","","-1.4","1.4","1.8","","999.0","10472"
"Joc Pederson","SFG","122","525","464","113","22","3","23","66","72","48","124","8","4","2","",".243",".321",".451",".772",".334","118","","-0.5","-2.6","","10.3","-11.3","1.7","","999.0","11899"
"Endy Rodriguez","PIT","57","233","209","55","13","1","8","28","29","19","45","2","1","1","",".262",".327",".453",".780",".338","118","","-0.2","0.0","","4.6","4.1","1.7","","999.0","sa3008272"
"Cody Bellinger","CHC","122","498","445","99","20","3","18","56","59","45","124","3","10","4","",".224",".296",".405",".701",".306","97","","0.6","-1.1","","-1.1","1.0","1.7","","999.0","15998"
"Garrett Mitchell","MIL","109","432","383","93","18","2","11","45","46","39","123","4","13","5","",".242",".317",".385",".701",".310","99","","0.4","0.4","","-0.3","2.2","1.7","","999.0","27555"
"Esteury Ruiz","OAK","102","385","339","82","19","2","9","45","39","32","79","8","29","8","",".243",".321",".389",".710",".314","110","","2.4","-1.7","","6.6","-2.6","1.7","","999.0","21780"
"Adolis García","TEX","150","648","598","140","28","3","27","74","86","38","187","6","17","7","",".233",".283",".427",".711",".307","99","","0.3","4.5","","-0.1","-4.5","1.7","","999.0","19287"
"Trayce Thompson","LAD","107","427","375","82","16","1","21","52","58","41","142","4","5","2","",".219",".302",".439",".740",".321","108","","-0.1","-2.5","","4.1","-2.5","1.7","","999.0","9952"
"Lane Thomas","WSN","128","574","509","120","27","2","19","71","58","52","137","5","10","4","",".236",".310",".411",".720",".315","102","","-0.3","1.2","","0.7","-4.2","1.7","","999.0","16939"
"Manny Piña","OAK","73","293","261","58","11","1","9","30","32","23","56","5","2","1","",".222",".296",".378",".674",".297","98","","-0.9","1.2","","-1.5","5.3","1.7","","999.0","2829"
"Kris Bryant","COL","126","568","498","134","31","2","20","78","69","55","116","7","5","2","",".269",".348",".458",".806",".351","112","","0.5","-3.5","","8.5","-11.8","1.7","","999.0","15429"
"Michael Conforto","","131","554","476","116","24","1","19","65","66","61","120","10","4","2","",".244",".340",".418",".758",".333","117","","-0.5","-2.6","","10.0","-12.4","1.6","","999.0","16376"
"Luis García","WSN","122","499","465","124","25","3","15","53","57","25","94","3","5","2","",".266",".306",".428",".735",".317","103","","-0.5","-3.4","","1.0","-2.1","1.6","","999.0","20391"
"Brandon Drury","","131","563","513","127","27","2","21","67","69","36","121","6","3","2","",".247",".302",".427",".729",".317","105","","-1.2","-0.1","","2.2","-5.0","1.6","","999.0","11615"
"Joey Wendle","MIA","113","479","443","115","28","2","7","48","48","23","85","7","10","4","",".260",".305",".381",".686",".300","95","","-0.1","0.2","","-3.0","2.3","1.6","","999.0","13853"
"Eduardo Escobar","NYM","123","494","449","105","20","3","17","54","61","35","112","3","2","1","",".233",".291",".407",".698",".302","100","","-0.8","-2.5","","-0.7","-0.4","1.6","","999.0","6153"
"Jon Berti","MIA","109","489","426","102","20","3","7","59","38","50","110","5","32","9","",".240",".325",".350",".675",".303","97","","3.7","-1.7","","1.8","-2.8","1.6","","999.0","12037"
"Josh Jung","TEX","122","498","455","108","22","2","20","54","60","31","138","6","5","2","",".237",".292",".422",".714",".310","102","","-0.8","-0.1","","0.2","-0.6","1.6","","999.0","26299"
"Nick Fortes","MIA","58","234","210","52","9","1","8","26","27","18","42","4","3","1","",".246",".313",".406",".720",".316","106","","-0.1","0.5","","1.4","4.3","1.5","","999.0","21538"
"Jesse Winker","MIL","115","494","418","104","21","1","17","61","58","64","92","6","1","0","",".250",".355",".424",".779",".343","122","","-2.4","-2.7","","9.9","-12.0","1.5","","999.0","13590"
"Bryan De La Cruz","MIA","117","470","431","113","23","1","15","50","56","29","113","3","5","2","",".262",".312",".426",".738",".321","109","","-0.5","-6.1","","4.4","-5.8","1.5","","999.0","19600"
"Aledmys Díaz","OAK","112","468","428","107","23","1","14","49","54","29","80","6","2","1","",".249",".303",".406",".710",".309","106","","-1.5","-2.0","","1.9","-2.4","1.5","","999.0","15937"
"Kerry Carpenter","DET","102","428","388","98","20","2","19","51","58","29","95","6","4","2","",".252",".311",".457",".768",".330","117","","-0.6","-0.1","","7.8","-7.0","1.5","","999.0","25961"
"Yan Gomes","CHC","86","339","313","77","15","1","10","35","38","17","64","4","2","1","",".245",".290",".395",".685",".298","92","","-0.9","0.7","","-4.2","7.8","1.5","","999.0","9627"
"Leody Taveras","TEX","122","478","432","104","21","3","12","51","50","35","115","3","15","5","",".240",".300",".383",".683",".299","94","","0.8","-0.6","","-2.2","1.4","1.5","","999.0","18900"
"Rodolfo Castro","PIT","104","418","377","87","17","3","16","47","52","32","104","5","6","3","",".232",".297",".422",".720",".313","101","","-0.1","-1.1","","0.3","0.0","1.5","","999.0","21987"
"Chris Taylor","LAD","139","553","486","110","26","3","14","61","59","53","168","7","9","3","",".227",".309",".376",".685",".302","96","","0.6","-4.0","","-2.3","-2.0","1.5","","999.0","13757"
"Adam Frazier","BAL","115","464","418","110","22","3","6","50","41","34","56","5","8","4","",".264",".324",".369",".693",".306","99","","0.1","-1.8","","-0.3","-0.2","1.5","","999.0","15223"
"Garrett Cooper","MIA","130","569","503","129","27","2","16","64","65","52","145","9","2","1","",".256",".333",".411",".745",".328","114","","-2.3","-0.3","","6.8","-11.9","1.5","","999.0","15279"
"Lourdes Gurriel Jr.","TOR","126","511","468","128","28","1","16","58","64","32","94","5","4","2","",".273",".323",".437",".760",".330","116","","-1.3","-3.0","","8.2","-10.4","1.5","","999.0","19238"
"Nick Allen","OAK","117","453","408","95","22","1","7","42","40","34","84","4","8","3","",".234",".296",".340",".636",".283","88","","0.1","-0.2","","-6.2","5.6","1.5","","999.0","22277"
"Travis d'Arnaud","ATL","97","404","369","92","19","1","14","46","50","25","90","6","1","0","",".250",".306",".420",".727",".317","102","","-1.3","0.0","","-0.5","-2.6","1.4","","999.0","7739"
"Oscar Colas","CHW","92","374","343","90","15","2","16","46","50","23","87","4","3","1","",".263",".313",".458",".771",".331","116","","-0.3","0.0","","6.6","-4.7","1.4","","999.0","sa3018099"
"José Iglesias","","110","454","423","114","25","1","6","45","44","18","63","6","4","2","",".269",".306",".372",".678",".298","92","","-0.4","-0.8","","-4.6","3.5","1.4","","999.0","10231"
"Jacob Stallings","MIA","89","349","311","74","15","1","6","33","32","29","76","3","1","0","",".237",".306",".346",".652",".291","89","","-1.2","0.3","","-5.8","7.7","1.4","","999.0","13723"
"Spencer Torkelson","DET","130","509","441","103","22","2","19","58","59","54","118","6","2","1","",".232",".322",".416",".738",".324","113","","-0.8","1.7","","6.6","-9.1","1.4","","999.0","27465"
"Ryan Kreidler","DET","110","416","366","80","17","2","11","44","40","38","113","6","10","3","",".220",".301",".361",".662",".294","92","","0.4","1.6","","-3.3","3.6","1.4","","999.0","25867"
"Wilmer Flores","SFG","109","465","414","103","21","1","15","54","55","40","76","6","1","0","",".250",".322",".414",".737",".323","110","","-1.8","-1.8","","3.5","-5.6","1.4","","999.0","5827"
"Austin Nola","SDP","80","325","289","75","15","1","6","35","34","28","52","5","2","1","",".261",".334",".382",".716",".317","108","","-0.4","-2.3","","2.5","4.4","1.4","","999.0","15941"
"Nolan Gorman","STL","84","355","322","77","14","1","16","43","47","26","101","3","2","1","",".238",".298",".437",".735",".319","109","","-0.4","-0.6","","3.3","-1.7","1.4","","999.0","22263"
"Michael Brantley","","107","483","432","121","24","2","10","63","51","40","61","4","2","1","",".281",".346",".416",".762",".333","119","","-1.3","-0.3","","8.9","-10.9","1.4","","999.0","4106"
"Jonathan Schoop","DET","131","562","523","128","26","2","16","58","64","28","113","6","3","1","",".246",".290",".394",".684",".298","95","","-0.4","-2.5","","-3.8","-0.7","1.4","","999.0","11265"
"Seth Brown","OAK","128","560","503","116","26","2","24","68","69","47","149","4","8","3","",".231",".300",".435",".734",".317","112","","-0.7","-1.2","","6.8","-11.2","1.4","","999.0","18171"
"Michael A. Taylor","KCR","113","446","404","98","17","3","10","45","45","31","112","4","6","2","",".243",".301",".372",".673",".296","89","","0.1","2.8","","-5.4","4.6","1.4","","999.0","11489"
"James Outman","LAD","92","348","307","73","15","2","15","45","46","30","106","5","6","2","",".237",".313",".445",".759",".329","114","","0.1","-2.3","","5.8","-4.2","1.4","","999.0","24770"
"Josh Donaldson","NYY","102","434","377","85","18","0","15","50","51","47","112","5","2","1","",".226",".318",".396",".714",".315","106","","-1.7","-2.0","","1.3","-1.8","1.4","","999.0","5038"
"Jonathan Aranda","TBR","84","338","300","77","16","1","10","37","39","28","77","5","2","1","",".258",".331",".418",".748",".328","119","","-0.2","2.0","","7.2","-4.7","1.4","","999.0","21837"
"Oswaldo Cabrera","NYY","92","379","342","81","17","2","14","43","46","29","92","3","9","4","",".237",".300",".423",".723",".315","106","","0.0","2.8","","2.6","-1.4","1.4","","999.0","21707"
"Jurickson Profar","","128","552","482","116","26","2","14","65","55","57","88","6","7","2","",".241",".326",".389",".715",".317","105","","-0.1","-1.6","","3.0","-8.0","1.4","","999.0","10815"
"Jace Peterson","OAK","97","406","355","82","18","2","8","41","40","43","99","4","9","3","",".230",".317",".360",".677",".300","100","","0.7","-1.6","","0.9","-0.7","1.4","","999.0","12325"
"Jeimer Candelario","WSN","130","545","486","117","27","2","16","59","62","47","124","5","1","1","",".240",".312",".405",".717",".314","100","","-0.8","-0.4","","-0.5","-4.8","1.4","","999.0","13621"
"Brian Anderson","","113","478","422","97","20","1","13","51","52","43","127","8","2","1","",".231",".312",".379",".691",".305","97","","-0.3","-1.5","","-2.1","-0.7","1.4","","999.0","18289"
"Oswald Peraza","NYY","66","258","233","58","10","1","8","30","31","17","57","3","10","3","",".249",".308",".407",".715",".313","105","","0.3","0.4","","1.6","3.1","1.3","","999.0","22823"
"TJ Friedl","CIN","113","517","454","113","19","5","16","67","52","46","96","8","13","4","",".248",".326",".418",".744",".326","103","","0.5","-1.2","","2.4","-7.0","1.3","","999.0","19522"
"Tyrone Taylor","MIL","118","464","420","98","20","2","18","53","58","29","111","7","5","2","",".232",".292",".419",".710",".309","98","","0.2","2.6","","-0.8","-2.1","1.3","","999.0","13675"
"Alex Call","WSN","105","422","365","87","19","2","14","47","47","45","83","6","7","3","",".238",".330",".409",".739",".326","109","","0.0","-1.0","","4.3","-5.8","1.3","","999.0","19296"
"Brice Turang","MIL","102","384","340","83","16","1","7","43","37","36","77","2","12","3","",".244",".317",".366",".683",".303","94","","0.7","0.0","","-2.1","1.9","1.3","","999.0","sa3008294"
"Bo Naylor","CLE","59","238","205","46","10","1","9","28","28","26","63","3","4","2","",".223",".317",".402",".719",".317","106","","0.0","0.0","","1.7","3.7","1.3","","999.0","21865"
"Matt Mervis","CHC","96","381","343","89","19","1","18","46","53","28","79","5","2","1","",".259",".321",".477",".798",".343","122","","-0.4","0.0","","9.5","-9.7","1.3","","999.0","sa3015051"
"David Fletcher","LAA","120","516","476","127","25","2","5","57","43","29","50","4","8","2","",".268",".312",".358",".670",".296","90","","0.1","-2.2","","-5.8","2.0","1.3","","999.0","17992"
